0; 0; 19414; 1432057863702083
0; 0; 20833; 1432057863708855
0; 0; 21865; 1432057863722160
0; 0; 23402; 1432057863728813
0; 0; 24919; 1432057863735488
0; 0; 26464; 1432057863742148
0; 0; 30025; 1432057863748818
0; 0; 33593; 1432057863755486
0; 0; 37846; 1432057863763522
0; 0; 38688; 1432057863768824
0; 0; 42268; 1432057863775485
0; 0; 45837; 1432057863782154
0; 0; 49417; 1432057863788815
0; 0; 52987; 1432057863795487
0; 0; 56562; 1432057863802151
0; 0; 60150; 1432057863808817
0; 0; 61669; 1432057863815481
0; 0; 63183; 1432057863822153
0; 0; 64713; 1432057863828817
0; 0; 66240; 1432057863835480
0; 0; 67711; 1432057863842204
0; 0; 69281; 1432057863848822
0; 0; 70815; 1432057863855481
0; 0; 72334; 1432057863862156
0; 0; 73851; 1432057863868830
0; 0; 75371; 1432057863875502
0; 0; 76904; 1432057863882160
0; 0; 78435; 1432057863888820
0; 0; 79962; 1432057863895486
0; 0; 81486; 1432057863902154
0; 0; 83017; 1432057863908814
0; 0; 84541; 1432057863915486
0; 0; 86021; 1432057863922195
0; 0; 87589; 1432057863928818
0; 0; 89120; 1432057863935484
0; 0; 90642; 1432057863942148
0; 0; 92158; 1432057863948826
0; 0; 93691; 1432057863955486
0; 0; 95218; 1432057863962153
0; 0; 96742; 1432057863968818
0; 0; 98299; 1432057863975452
0; 0; 99794; 1432057863982149
0; 0; 101317; 1432057863988818
0; 0; 102850; 1432057863995484
0; 0; 104817; 1432057864002150
0; 0; 106343; 1432057864008817
0; 0; 107872; 1432057864015480
0; 0; 109354; 1432057864022200
0; 0; 110920; 1432057864028817
0; 0; 112444; 1432057864035484
0; 0; 113969; 1432057864042151
0; 0; 115501; 1432057864048813
0; 0; 117019; 1432057864055484
0; 0; 118549; 1432057864062153
0; 0; 120068; 1432057864068818
0; 0; 121595; 1432057864075484
0; 0; 123123; 1432057864082150
0; 0; 124651; 1432057864088813
0; 0; 126169; 1432057864095486
0; 0; 127696; 1432057864102152
0; 0; 129221; 1432057864108818
0; 0; 130748; 1432057864115484
0; 0; 132276; 1432057864122149
0; 0; 133796; 1432057864128820
0; 0; 135314; 1432057864135495
0; 0; 136837; 1432057864142162
0; 0; 138375; 1432057864148817
0; 0; 139905; 1432057864155480
0; 0; 141425; 1432057864162151
0; 0; 140910; 1432057864168817
0; 0; 140385; 1432057864175484
0; 0; 139856; 1432057864182152
0; 0; 139338; 1432057864188814
0; 0; 138811; 1432057864195484
0; 0; 138289; 1432057864202152
0; 0; 137766; 1432057864208818
0; 0; 137213; 1432057864215514
0; 0; 136721; 1432057864222152
0; 0; 136206; 1432057864228814
0; 0; 135679; 1432057864235485
0; 0; 135151; 1432057864242152
0; 0; 134640; 1432057864248816
0; 0; 134108; 1432057864255484
0; 0; 133588; 1432057864262148
0; 0; 133059; 1432057864268820
0; 0; 132538; 1432057864275485
0; 0; 132018; 1432057864282152
0; 0; 131433; 1432057864288885
0; 0; 130972; 1432057864295484
0; 0; 130451; 1432057864302148
0; 0; 129935; 1432057864308817
0; 0; 129383; 1432057864315511
0; 0; 128884; 1432057864322156
0; 0; 128360; 1432057864328816
0; 0; 127837; 1432057864335484
0; 0; 127310; 1432057864342152
0; 0; 126796; 1432057864348818
0; 0; 126265; 1432057864355485
0; 0; 125742; 1432057864362153
0; 0; 125219; 1432057864368819
0; 0; 124700; 1432057864375484
0; 0; 124173; 1432057864382153
0; 0; 123650; 1432057864388823
0; 0; 123125; 1432057864395490
0; 0; 122604; 1432057864402156
0; 0; 122090; 1432057864408816
0; 0; 121562; 1432057864415485
0; 0; 121038; 1432057864422153
0; 0; 120518; 1432057864428817
0; 0; 119995; 1432057864435485
0; 0; 117426; 1432057864442152
0; 0; 114853; 1432057864448819
0; 1; 159; 1432057864448826
1; 1; 3759; 1432057864455501
1; 1; 8863; 1432057864468827
1; 1; 12444; 1432057864475485
1; 1; 16023; 1432057864482161
1; 1; 19589; 1432057864488820
1; 1; 23165; 1432057864495484
1; 1; 26731; 1432057864502158
1; 1; 30309; 1432057864508821
1; 1; 33885; 1432057864515485
1; 1; 37453; 1432057864522156
1; 1; 41071; 1432057864528782
1; 1; 44594; 1432057864535494
1; 1; 48170; 1432057864542156
1; 1; 51751; 1432057864548816
1; 1; 55323; 1432057864555484
1; 1; 58894; 1432057864562155
1; 1; 62474; 1432057864568818
1; 1; 66045; 1432057864575486
1; 1; 69618; 1432057864582153
1; 1; 73197; 1432057864588813
1; 1; 76767; 1432057864595483
1; 1; 80340; 1432057864602151
1; 1; 83917; 1432057864608813
1; 1; 87488; 1432057864615485
1; 1; 89012; 1432057864622151
1; 1; 90541; 1432057864628813
1; 1; 92061; 1432057864635485
1; 1; 93588; 1432057864642151
1; 1; 95117; 1432057864648814
1; 1; 96638; 1432057864655484
1; 1; 98165; 1432057864662151
1; 1; 99693; 1432057864668814
1; 1; 99165; 1432057864675485
1; 1; 98644; 1432057864682149
1; 1; 98119; 1432057864688818
1; 1; 97599; 1432057864695484
1; 1; 97078; 1432057864702148
1; 1; 96552; 1432057864708817
1; 1; 96032; 1432057864715484
1; 1; 95507; 1432057864722152
1; 1; 94985; 1432057864728816
1; 1; 94913; 1432057864735481
1; 1; 94387; 1432057864742152
1; 1; 93867; 1432057864748818
1; 1; 93343; 1432057864755484
1; 1; 92820; 1432057864762151
1; 1; 92297; 1432057864768817
1; 1; 91774; 1432057864775483
1; 1; 91254; 1432057864782151
1; 1; 90729; 1432057864788817
1; 1; 90205; 1432057864795484
1; 1; 89684; 1432057864802151
1; 1; 89161; 1432057864808817
1; 1; 88638; 1432057864815484
1; 1; 88114; 1432057864822152
1; 1; 87623; 1432057864828818
1; 1; 87069; 1432057864835484
1; 1; 86558; 1432057864842152
1; 1; 86012; 1432057864848831
1; 1; 85502; 1432057864855484
1; 1; 84979; 1432057864862150
1; 1; 84509; 1432057864868816
1; 1; 83934; 1432057864875484
1; 1; 83410; 1432057864882152
1; 1; 82923; 1432057864888817
1; 1; 82365; 1432057864895484
1; 1; 81842; 1432057864902152
1; 1; 81322; 1432057864908817
1; 1; 80798; 1432057864915484
1; 1; 80275; 1432057864922152
1; 1; 77840; 1432057864928820
1; 1; 77183; 1432057864935483
